31/07/2008;  203 ; 203
30/07/2008;  318 ; 318
29/07/2008;  207 ; 207
28/07/2008;  209 ; 209
27/07/2008;  0 ; 0
26/07/2008;  1 ; 1
25/07/2008;  285 ; 285
24/07/2008;  293 ; 293
23/07/2008;  305 ; 305
22/07/2008;  235 ; 235
21/07/2008;  153 ; 153
20/07/2008;  0 ; 0
19/07/2008;  3 ; 3
18/07/2008;  205 ; 205
17/07/2008;  209 ; 209
16/07/2008;  142 ; 142
15/07/2008;  225 ; 225
14/07/2008;  130 ; 130
13/07/2008;  0 ; 0
12/07/2008;  1 ; 1
11/07/2008;  171 ; 171
10/07/2008;  216 ; 216
09/07/2008;  105 ; 105
08/07/2008;  189 ; 189
07/07/2008;  170 ; 170
06/07/2008;  0 ; 0
05/07/2008;  1 ; 1
04/07/2008;  346 ; 346
03/07/2008;  229 ; 229
02/07/2008;  298 ; 298
01/07/2008;  243 ; 243
