30/11/2008;  0 ; 0
29/11/2008;  0 ; 0
28/11/2008;  83 ; 83
27/11/2008;  116 ; 116
26/11/2008;  48 ; 48
25/11/2008;  64 ; 64
24/11/2008;  96 ; 96
23/11/2008;  0 ; 0
22/11/2008;  1 ; 1
21/11/2008;  64 ; 64
20/11/2008;  95 ; 95
19/11/2008;  73 ; 73
18/11/2008;  54 ; 54
17/11/2008;  79 ; 79
16/11/2008;  1 ; 1
15/11/2008;  0 ; 0
14/11/2008;  83 ; 83
13/11/2008;  75 ; 75
12/11/2008;  79 ; 79
11/11/2008;  171 ; 171
10/11/2008;  110 ; 110
09/11/2008;  1 ; 1
08/11/2008;  1 ; 1
07/11/2008;  81 ; 81
06/11/2008;  89 ; 89
05/11/2008;  65 ; 65
04/11/2008;  83 ; 83
03/11/2008;  99 ; 99
02/11/2008;  2 ; 2
01/11/2008;  4 ; 4
