31/01/2005;  6 ; 6
30/01/2005;  0 ; 0
29/01/2005;  1 ; 1
28/01/2005;  27 ; 27
27/01/2005;  11 ; 11
26/01/2005;  12 ; 12
25/01/2005;  12 ; 12
24/01/2005;  15 ; 15
23/01/2005;  1 ; 1
22/01/2005;  1 ; 1
21/01/2005;  1 ; 1
20/01/2005;  4 ; 4
19/01/2005;  10 ; 10
18/01/2005;  8 ; 8
17/01/2005;  16 ; 16
16/01/2005;  0 ; 0
15/01/2005;  0 ; 0
14/01/2005;  6 ; 6
13/01/2005;  10 ; 10
12/01/2005;  3 ; 3
11/01/2005;  2 ; 2
10/01/2005;  8 ; 8
09/01/2005;  0 ; 0
08/01/2005;  0 ; 0
07/01/2005;  6 ; 6
06/01/2005;  14 ; 14
05/01/2005;  4 ; 4
04/01/2005;  5 ; 5
03/01/2005;  10 ; 10
02/01/2005;  6 ; 6
01/01/2005;  142 ; 142
