31/12/2005;  1 ; 1
30/12/2005;  1 ; 1
29/12/2005;  0 ; 0
28/12/2005;  0 ; 0
27/12/2005;  0 ; 0
26/12/2005;  1 ; 1
25/12/2005;  0 ; 0
24/12/2005;  2 ; 2
23/12/2005;  2 ; 2
22/12/2005;  3 ; 3
21/12/2005;  8 ; 8
20/12/2005;  7 ; 7
19/12/2005;  3 ; 3
18/12/2005;  0 ; 0
17/12/2005;  2 ; 2
16/12/2005;  6 ; 6
15/12/2005;  11 ; 11
14/12/2005;  7 ; 7
13/12/2005;  0 ; 0
12/12/2005;  4 ; 4
11/12/2005;  1 ; 1
10/12/2005;  3 ; 3
09/12/2005;  18 ; 18
08/12/2005;  3 ; 3
07/12/2005;  6 ; 6
06/12/2005;  21 ; 21
05/12/2005;  20 ; 20
04/12/2005;  0 ; 0
03/12/2005;  0 ; 0
02/12/2005;  4 ; 4
01/12/2005;  35 ; 35
