31/01/2011;  258 ; 258
30/01/2011;  0 ; 0
29/01/2011;  1 ; 1
28/01/2011;  417 ; 417
27/01/2011;  373 ; 373
26/01/2011;  403 ; 403
25/01/2011;  359 ; 359
24/01/2011;  295 ; 295
23/01/2011;  1 ; 1
22/01/2011;  0 ; 0
21/01/2011;  301 ; 301
20/01/2011;  335 ; 335
19/01/2011;  372 ; 372
18/01/2011;  314 ; 314
17/01/2011;  274 ; 274
16/01/2011;  0 ; 0
15/01/2011;  2 ; 2
14/01/2011;  598 ; 598
13/01/2011;  547 ; 547
12/01/2011;  657 ; 657
11/01/2011;  427 ; 427
10/01/2011;  315 ; 315
09/01/2011;  0 ; 0
08/01/2011;  1 ; 1
07/01/2011;  215 ; 215
06/01/2011;  169 ; 169
05/01/2011;  143 ; 143
04/01/2011;  95 ; 95
03/01/2011;  1 ; 1
02/01/2011;  0 ; 0
01/01/2011;  150 ; 150
