31/07/2017;  371 ; 371
30/07/2017;  4 ; 4
29/07/2017;  11 ; 11
28/07/2017;  583 ; 583
27/07/2017;  562 ; 562
26/07/2017;  360 ; 360
25/07/2017;  297 ; 297
24/07/2017;  259 ; 259
23/07/2017;  4 ; 4
22/07/2017;  10 ; 10
21/07/2017;  325 ; 325
20/07/2017;  290 ; 290
19/07/2017;  275 ; 275
18/07/2017;  266 ; 266
17/07/2017;  171 ; 171
16/07/2017;  1 ; 1
15/07/2017;  0 ; 0
14/07/2017;  190 ; 190
13/07/2017;  195 ; 195
12/07/2017;  313 ; 313
11/07/2017;  207 ; 207
10/07/2017;  146 ; 146
09/07/2017;  0 ; 0
08/07/2017;  6 ; 6
07/07/2017;  311 ; 311
06/07/2017;  307 ; 307
05/07/2017;  266 ; 266
04/07/2017;  299 ; 299
03/07/2017;  204 ; 204
02/07/2017;  2 ; 2
01/07/2017;  30 ; 30
