30/06/2017;  409 ; 409
29/06/2017;  309 ; 309
28/06/2017;  302 ; 302
27/06/2017;  240 ; 240
26/06/2017;  322 ; 322
25/06/2017;  1 ; 1
24/06/2017;  0 ; 0
23/06/2017;  580 ; 580
22/06/2017;  456 ; 456
21/06/2017;  197 ; 197
20/06/2017;  273 ; 273
19/06/2017;  176 ; 176
18/06/2017;  1 ; 1
17/06/2017;  1 ; 1
16/06/2017;  81 ; 81
15/06/2017;  3 ; 3
14/06/2017;  482 ; 482
13/06/2017;  276 ; 276
12/06/2017;  156 ; 156
11/06/2017;  0 ; 0
10/06/2017;  1 ; 1
09/06/2017;  408 ; 408
08/06/2017;  320 ; 320
07/06/2017;  219 ; 219
06/06/2017;  209 ; 209
05/06/2017;  189 ; 189
04/06/2017;  0 ; 0
03/06/2017;  1 ; 1
02/06/2017;  584 ; 584
01/06/2017;  235 ; 235
