30/11/2003;  1 ; 1
29/11/2003;  1 ; 1
28/11/2003;  1 ; 1
27/11/2003;  2 ; 2
26/11/2003;  8 ; 8
25/11/2003;  4 ; 4
24/11/2003;  0 ; 0
23/11/2003;  0 ; 0
22/11/2003;  0 ; 0
21/11/2003;  0 ; 0
20/11/2003;  1 ; 1
19/11/2003;  2 ; 2
18/11/2003;  8 ; 8
17/11/2003;  2 ; 2
16/11/2003;  0 ; 0
15/11/2003;  0 ; 0
14/11/2003;  2 ; 2
13/11/2003;  7 ; 7
12/11/2003;  16 ; 16
11/11/2003;  2 ; 2
10/11/2003;  4 ; 4
09/11/2003;  0 ; 0
08/11/2003;  2 ; 2
07/11/2003;  2 ; 2
06/11/2003;  8 ; 8
05/11/2003;  8 ; 8
04/11/2003;  15 ; 15
03/11/2003;  0 ; 0
02/11/2003;  0 ; 0
01/11/2003;  1 ; 1
