30/11/2010;  104 ; 104
29/11/2010;  144 ; 144
28/11/2010;  0 ; 0
27/11/2010;  2 ; 2
26/11/2010;  183 ; 183
25/11/2010;  150 ; 150
24/11/2010;  285 ; 285
23/11/2010;  218 ; 218
22/11/2010;  136 ; 136
21/11/2010;  1 ; 1
20/11/2010;  3 ; 3
19/11/2010;  102 ; 102
18/11/2010;  139 ; 139
17/11/2010;  78 ; 78
16/11/2010;  104 ; 104
15/11/2010;  3 ; 3
14/11/2010;  0 ; 0
13/11/2010;  0 ; 0
12/11/2010;  114 ; 114
11/11/2010;  122 ; 122
10/11/2010;  161 ; 161
09/11/2010;  74 ; 74
08/11/2010;  109 ; 109
07/11/2010;  0 ; 0
06/11/2010;  0 ; 0
05/11/2010;  143 ; 143
04/11/2010;  88 ; 88
03/11/2010;  136 ; 136
02/11/2010;  7 ; 7
01/11/2010;  2 ; 2
