31/10/2010;  0 ; 0
30/10/2010;  1 ; 1
29/10/2010;  129 ; 129
28/10/2010;  160 ; 160
27/10/2010;  171 ; 171
26/10/2010;  242 ; 242
25/10/2010;  121 ; 121
24/10/2010;  0 ; 0
23/10/2010;  1 ; 1
22/10/2010;  349 ; 349
21/10/2010;  240 ; 240
20/10/2010;  168 ; 168
19/10/2010;  142 ; 142
18/10/2010;  136 ; 136
17/10/2010;  0 ; 0
16/10/2010;  0 ; 0
15/10/2010;  387 ; 387
14/10/2010;  321 ; 321
13/10/2010;  246 ; 246
12/10/2010;  1 ; 1
11/10/2010;  2 ; 2
10/10/2010;  0 ; 0
09/10/2010;  0 ; 0
08/10/2010;  692 ; 692
07/10/2010;  546 ; 546
06/10/2010;  387 ; 387
05/10/2010;  346 ; 346
04/10/2010;  295 ; 295
03/10/2010;  0 ; 0
02/10/2010;  1 ; 1
01/10/2010;  276 ; 276
