30/06/2010;  354 ; 354
29/06/2010;  393 ; 393
28/06/2010;  0 ; 0
27/06/2010;  0 ; 0
26/06/2010;  2 ; 2
25/06/2010;  163 ; 163
24/06/2010;  251 ; 251
23/06/2010;  481 ; 481
22/06/2010;  378 ; 378
21/06/2010;  227 ; 227
20/06/2010;  0 ; 0
19/06/2010;  2 ; 2
18/06/2010;  412 ; 412
17/06/2010;  271 ; 271
16/06/2010;  297 ; 297
15/06/2010;  1 ; 1
14/06/2010;  262 ; 262
13/06/2010;  0 ; 0
12/06/2010;  2 ; 2
11/06/2010;  299 ; 299
10/06/2010;  305 ; 305
09/06/2010;  337 ; 337
08/06/2010;  302 ; 302
07/06/2010;  208 ; 208
06/06/2010;  1 ; 1
05/06/2010;  1 ; 1
04/06/2010;  0 ; 0
03/06/2010;  1 ; 1
02/06/2010;  283 ; 283
01/06/2010;  376 ; 376
