31/10/2001;  3 ; 3
30/10/2001;  3 ; 3
29/10/2001;  2 ; 2
28/10/2001;  0 ; 0
27/10/2001;  0 ; 0
26/10/2001;  1 ; 1
25/10/2001;  0 ; 0
24/10/2001;  3 ; 3
23/10/2001;  1 ; 1
22/10/2001;  3 ; 3
21/10/2001;  0 ; 0
20/10/2001;  0 ; 0
19/10/2001;  3 ; 3
18/10/2001;  5 ; 5
17/10/2001;  3 ; 3
16/10/2001;  5 ; 5
15/10/2001;  2 ; 2
14/10/2001;  0 ; 0
13/10/2001;  0 ; 0
12/10/2001;  0 ; 0
11/10/2001;  2 ; 2
10/10/2001;  0 ; 0
09/10/2001;  2 ; 2
08/10/2001;  2 ; 2
07/10/2001;  0 ; 0
06/10/2001;  0 ; 0
05/10/2001;  3 ; 3
04/10/2001;  3 ; 3
03/10/2001;  2 ; 2
02/10/2001;  1 ; 1
01/10/2001;  2 ; 2
