31/08/2006;  59 ; 59
30/08/2006;  59 ; 59
29/08/2006;  96 ; 96
28/08/2006;  45 ; 45
27/08/2006;  0 ; 0
26/08/2006;  1 ; 1
25/08/2006;  55 ; 55
24/08/2006;  44 ; 44
23/08/2006;  37 ; 37
22/08/2006;  58 ; 58
21/08/2006;  59 ; 59
20/08/2006;  3 ; 3
19/08/2006;  1 ; 1
18/08/2006;  25 ; 25
17/08/2006;  84 ; 84
16/08/2006;  42 ; 42
15/08/2006;  87 ; 87
14/08/2006;  112 ; 112
13/08/2006;  0 ; 0
12/08/2006;  1 ; 1
11/08/2006;  59 ; 59
10/08/2006;  74 ; 74
09/08/2006;  130 ; 130
08/08/2006;  101 ; 101
07/08/2006;  103 ; 103
06/08/2006;  1 ; 1
05/08/2006;  1 ; 1
04/08/2006;  79 ; 79
03/08/2006;  69 ; 69
02/08/2006;  57 ; 57
01/08/2006;  117 ; 117
