30/09/2006;  1 ; 1
29/09/2006;  73 ; 73
28/09/2006;  60 ; 60
27/09/2006;  77 ; 77
26/09/2006;  60 ; 60
25/09/2006;  113 ; 113
24/09/2006;  0 ; 0
23/09/2006;  0 ; 0
22/09/2006;  79 ; 79
21/09/2006;  77 ; 77
20/09/2006;  90 ; 90
19/09/2006;  60 ; 60
18/09/2006;  101 ; 101
17/09/2006;  0 ; 0
16/09/2006;  2 ; 2
15/09/2006;  49 ; 49
14/09/2006;  58 ; 58
13/09/2006;  93 ; 93
12/09/2006;  85 ; 85
11/09/2006;  69 ; 69
10/09/2006;  0 ; 0
09/09/2006;  2 ; 2
08/09/2006;  3 ; 3
07/09/2006;  1 ; 1
06/09/2006;  44 ; 44
05/09/2006;  93 ; 93
04/09/2006;  93 ; 93
03/09/2006;  0 ; 0
02/09/2006;  0 ; 0
01/09/2006;  55 ; 55
