30/04/2006;  0 ; 0
29/04/2006;  1 ; 1
28/04/2006;  28 ; 28
27/04/2006;  29 ; 29
26/04/2006;  36 ; 36
25/04/2006;  40 ; 40
24/04/2006;  54 ; 54
23/04/2006;  0 ; 0
22/04/2006;  0 ; 0
21/04/2006;  1 ; 1
20/04/2006;  44 ; 44
19/04/2006;  39 ; 39
18/04/2006;  45 ; 45
17/04/2006;  37 ; 37
16/04/2006;  1 ; 1
15/04/2006;  1 ; 1
14/04/2006;  2 ; 2
13/04/2006;  3 ; 3
12/04/2006;  29 ; 29
11/04/2006;  22 ; 22
10/04/2006;  25 ; 25
09/04/2006;  0 ; 0
08/04/2006;  1 ; 1
07/04/2006;  38 ; 38
06/04/2006;  70 ; 70
05/04/2006;  62 ; 62
04/04/2006;  58 ; 58
03/04/2006;  66 ; 66
02/04/2006;  1 ; 1
01/04/2006;  9 ; 9
