31/10/2013;  157 ; 157
30/10/2013;  125 ; 125
29/10/2013;  140 ; 140
28/10/2013;  145 ; 145
27/10/2013;  0 ; 0
26/10/2013;  0 ; 0
25/10/2013;  170 ; 170
24/10/2013;  156 ; 156
23/10/2013;  169 ; 169
22/10/2013;  160 ; 160
21/10/2013;  70 ; 70
20/10/2013;  0 ; 0
19/10/2013;  1 ; 1
18/10/2013;  413 ; 413
17/10/2013;  219 ; 219
16/10/2013;  163 ; 163
15/10/2013;  166 ; 166
14/10/2013;  248 ; 248
13/10/2013;  0 ; 0
12/10/2013;  17 ; 17
11/10/2013;  283 ; 283
10/10/2013;  299 ; 299
09/10/2013;  251 ; 251
08/10/2013;  219 ; 219
07/10/2013;  181 ; 181
06/10/2013;  0 ; 0
05/10/2013;  0 ; 0
04/10/2013;  386 ; 386
03/10/2013;  309 ; 309
02/10/2013;  196 ; 196
01/10/2013;  214 ; 214
