31/08/2013;  3 ; 3
30/08/2013;  795 ; 795
29/08/2013;  603 ; 603
28/08/2013;  566 ; 566
27/08/2013;  502 ; 502
26/08/2013;  510 ; 510
25/08/2013;  0 ; 0
24/08/2013;  2 ; 2
23/08/2013;  555 ; 555
22/08/2013;  574 ; 574
21/08/2013;  529 ; 529
20/08/2013;  498 ; 498
19/08/2013;  439 ; 439
18/08/2013;  0 ; 0
17/08/2013;  1 ; 1
16/08/2013;  660 ; 660
15/08/2013;  392 ; 392
14/08/2013;  554 ; 554
13/08/2013;  590 ; 590
12/08/2013;  622 ; 622
11/08/2013;  0 ; 0
10/08/2013;  8 ; 8
09/08/2013;  580 ; 580
08/08/2013;  488 ; 488
07/08/2013;  394 ; 394
06/08/2013;  376 ; 376
05/08/2013;  300 ; 300
04/08/2013;  1 ; 1
03/08/2013;  3 ; 3
02/08/2013;  703 ; 703
01/08/2013;  576 ; 576
