28/02/2018;  443 ; 443
27/02/2018;  449 ; 449
26/02/2018;  291 ; 291
25/02/2018;  4 ; 4
24/02/2018;  2 ; 2
23/02/2018;  388 ; 388
22/02/2018;  354 ; 354
21/02/2018;  261 ; 261
20/02/2018;  217 ; 217
19/02/2018;  182 ; 182
18/02/2018;  5 ; 5
17/02/2018;  6 ; 6
16/02/2018;  355 ; 355
15/02/2018;  293 ; 293
14/02/2018;  44 ; 44
13/02/2018;  2 ; 2
12/02/2018;  27 ; 27
11/02/2018;  0 ; 0
10/02/2018;  33 ; 33
09/02/2018;  209 ; 209
08/02/2018;  280 ; 280
07/02/2018;  169 ; 169
06/02/2018;  161 ; 161
05/02/2018;  151 ; 151
04/02/2018;  1 ; 1
03/02/2018;  4 ; 4
02/02/2018;  186 ; 186
01/02/2018;  158 ; 158
