31/01/2018;  204 ; 204
30/01/2018;  186 ; 186
29/01/2018;  159 ; 159
28/01/2018;  0 ; 0
27/01/2018;  7 ; 7
26/01/2018;  263 ; 263
25/01/2018;  198 ; 198
24/01/2018;  177 ; 177
23/01/2018;  236 ; 236
22/01/2018;  165 ; 165
21/01/2018;  1 ; 1
20/01/2018;  1 ; 1
19/01/2018;  574 ; 574
18/01/2018;  563 ; 563
17/01/2018;  548 ; 548
16/01/2018;  516 ; 516
15/01/2018;  444 ; 444
14/01/2018;  2 ; 2
13/01/2018;  3 ; 3
12/01/2018;  510 ; 510
11/01/2018;  405 ; 405
10/01/2018;  431 ; 431
09/01/2018;  328 ; 328
08/01/2018;  280 ; 280
07/01/2018;  2 ; 2
06/01/2018;  3 ; 3
05/01/2018;  194 ; 194
04/01/2018;  148 ; 148
03/01/2018;  220 ; 220
02/01/2018;  31 ; 31
01/01/2018;  163 ; 163
