31/12/1998;  1 ; 1
30/12/1998;  0 ; 0
29/12/1998;  0 ; 0
28/12/1998;  1 ; 1
27/12/1998;  0 ; 0
26/12/1998;  0 ; 0
25/12/1998;  0 ; 0
24/12/1998;  0 ; 0
23/12/1998;  1 ; 1
22/12/1998;  0 ; 0
21/12/1998;  0 ; 0
20/12/1998;  0 ; 0
19/12/1998;  0 ; 0
18/12/1998;  0 ; 0
17/12/1998;  2 ; 2
16/12/1998;  0 ; 0
15/12/1998;  0 ; 0
14/12/1998;  0 ; 0
13/12/1998;  0 ; 0
12/12/1998;  0 ; 0
11/12/1998;  0 ; 0
10/12/1998;  1 ; 1
09/12/1998;  0 ; 0
08/12/1998;  0 ; 0
07/12/1998;  0 ; 0
06/12/1998;  0 ; 0
05/12/1998;  0 ; 0
04/12/1998;  0 ; 0
03/12/1998;  0 ; 0
02/12/1998;  0 ; 0
01/12/1998;  2 ; 2
