31/08/1998;  0 ; 0
30/08/1998;  0 ; 0
29/08/1998;  0 ; 0
28/08/1998;  1 ; 1
27/08/1998;  0 ; 0
26/08/1998;  1 ; 1
25/08/1998;  0 ; 0
24/08/1998;  1 ; 1
23/08/1998;  0 ; 0
22/08/1998;  1 ; 1
21/08/1998;  1 ; 1
20/08/1998;  1 ; 1
19/08/1998;  2 ; 2
18/08/1998;  1 ; 1
17/08/1998;  0 ; 0
16/08/1998;  1 ; 1
15/08/1998;  0 ; 0
14/08/1998;  2 ; 2
13/08/1998;  0 ; 0
12/08/1998;  1 ; 1
11/08/1998;  1 ; 1
10/08/1998;  0 ; 0
09/08/1998;  0 ; 0
08/08/1998;  0 ; 0
07/08/1998;  6 ; 6
06/08/1998;  4 ; 4
05/08/1998;  1 ; 1
04/08/1998;  3 ; 3
03/08/1998;  0 ; 0
02/08/1998;  0 ; 0
01/08/1998;  3 ; 3
