31/08/2015;  192 ; 192
30/08/2015;  0 ; 0
29/08/2015;  0 ; 0
28/08/2015;  422 ; 422
27/08/2015;  479 ; 479
26/08/2015;  377 ; 377
25/08/2015;  291 ; 291
24/08/2015;  484 ; 484
23/08/2015;  2 ; 2
22/08/2015;  0 ; 0
21/08/2015;  343 ; 343
20/08/2015;  413 ; 413
19/08/2015;  312 ; 312
18/08/2015;  228 ; 228
17/08/2015;  203 ; 203
16/08/2015;  0 ; 0
15/08/2015;  0 ; 0
14/08/2015;  316 ; 316
13/08/2015;  302 ; 302
12/08/2015;  105 ; 105
11/08/2015;  150 ; 150
10/08/2015;  204 ; 204
09/08/2015;  0 ; 0
08/08/2015;  0 ; 0
07/08/2015;  215 ; 215
06/08/2015;  289 ; 289
05/08/2015;  86 ; 86
04/08/2015;  146 ; 146
03/08/2015;  252 ; 252
02/08/2015;  1 ; 1
01/08/2015;  10 ; 10
