31/05/2015;  42 ; 42
30/05/2015;  2 ; 2
29/05/2015;  350 ; 350
28/05/2015;  106 ; 106
27/05/2015;  125 ; 125
26/05/2015;  82 ; 82
25/05/2015;  242 ; 242
24/05/2015;  1 ; 1
23/05/2015;  3 ; 3
22/05/2015;  229 ; 229
21/05/2015;  104 ; 104
20/05/2015;  203 ; 203
19/05/2015;  185 ; 185
18/05/2015;  266 ; 266
17/05/2015;  2 ; 2
16/05/2015;  35 ; 35
15/05/2015;  324 ; 324
14/05/2015;  312 ; 312
13/05/2015;  199 ; 199
12/05/2015;  290 ; 290
11/05/2015;  395 ; 395
10/05/2015;  2 ; 2
09/05/2015;  8 ; 8
08/05/2015;  390 ; 390
07/05/2015;  193 ; 193
06/05/2015;  229 ; 229
05/05/2015;  360 ; 360
04/05/2015;  300 ; 300
03/05/2015;  3 ; 3
02/05/2015;  1 ; 1
01/05/2015;  17 ; 17
