30/09/2007;  1 ; 1
29/09/2007;  0 ; 0
28/09/2007;  36 ; 36
27/09/2007;  47 ; 47
26/09/2007;  65 ; 65
25/09/2007;  30 ; 30
24/09/2007;  48 ; 48
23/09/2007;  0 ; 0
22/09/2007;  2 ; 2
21/09/2007;  47 ; 47
20/09/2007;  57 ; 57
19/09/2007;  62 ; 62
18/09/2007;  41 ; 41
17/09/2007;  43 ; 43
16/09/2007;  1 ; 1
15/09/2007;  1 ; 1
14/09/2007;  59 ; 59
13/09/2007;  60 ; 60
12/09/2007;  54 ; 54
11/09/2007;  68 ; 68
10/09/2007;  54 ; 54
09/09/2007;  0 ; 0
08/09/2007;  0 ; 0
07/09/2007;  1 ; 1
06/09/2007;  65 ; 65
05/09/2007;  30 ; 30
04/09/2007;  83 ; 83
03/09/2007;  48 ; 48
02/09/2007;  1 ; 1
01/09/2007;  5 ; 5
